echo sha,contributor,date,message
97b0f7b87,Olivier Aumage,Thu Oct 31 13:28:58 2019 +0100,extract structs as classes, add a class_kind field to distinguish between classes and structs
0b3f9e8b0,Olivier Aumage,Wed Oct 16 14:31:30 2019 +0200,sort json keys
901055355,Olivier Aumage,Wed Oct 16 14:25:14 2019 +0200,add some more c++ keywords, sort db_summary methods
ec6a8d9b0,Olivier Aumage,Tue Oct 15 17:54:59 2019 +0200,add command line debug flag
25690e85c,Olivier Aumage,Tue Oct 15 17:48:18 2019 +0200,add support for parsing tools subdir AST elements
ce377c745,Adrien Cassagne,Tue Oct 15 16:50:26 2019 +0200,Add missing 'cli' include dir.
0d3421fb4,Olivier Aumage,Fri Oct 11 15:45:24 2019 +0200,add aff3ct::tools lookup
26dc003a8,Olivier Aumage,Fri Oct 11 11:02:56 2019 +0200,detect virtual class inheritence
9a2510aaf,HE Kun,Wed Sep 18 14:47:16 2019 +0200,skip arguments with default values in socket generation
07229cf3f,HE Kun,Tue Sep 17 11:33:51 2019 +0200,handle default arg values in task detection
8d5b2af36,Olivier Aumage,Fri Sep 13 17:21:20 2019 +0200,keep class template informations
8353cd453,Olivier Aumage,Wed Sep 4 17:18:05 2019 +0200,extract templates from method declarations
ebad9f0e2,HE Kun,Tue Sep 3 18:05:06 2019 +0200,remove throw clause on function declaration
bcc10e609,Olivier Aumage,Tue Sep 3 17:39:52 2019 +0200,add temporary scripts to dump clang AST for AFF3CT and process the AST to generate .json files
41410bbd8,TAJAN Romain,Sat Dec 5 10:55:21 2020 +0100,Rename Interface_notify_frozenbits_update -> Interface_get_set_frozen_bits.
c90ae5355,TAJAN Romain,Fri Dec 4 17:10:35 2020 +0100,Update sequence for notifying clones.
e24c37b0a,TAJAN Romain,Fri Dec 4 15:06:34 2020 +0100,Add get_frozen_bits.
8a11f4275,TAJAN Romain,Fri Dec 4 00:54:02 2020 +0100,Fix notify_frozenbits_update declarations.
ed0846ee1,TAJAN Romain,Thu Dec 3 22:50:39 2020 +0100,Set frozen_bits as plain vector.
a95ae953b,TAJAN Romain,Thu Dec 3 13:11:03 2020 +0100,Fix aff3ct.hpp
093709c6f,TAJAN Romain,Thu Dec 3 12:02:54 2020 +0100,Update aff3ct.hpp.
e9bca2999,TAJAN Romain,Thu Dec 3 11:29:59 2020 +0100,Mover src/Tools/Perf/distance into include dir.
0a3af3a84,TAJAN Romain,Wed Dec 2 23:49:31 2020 +0100,Remove reference for trellis attribute of Decoder_RSC_BCJR.
dc30617b9,Adrien Cassagne,Sat Nov 28 14:04:16 2020 +0100,Add 'tools::Interface_is_done' and manage it in 'tools::Sequence'.
b40c35643,TAJAN Romain,Fri Nov 20 16:11:52 2020 +0100,Change default of 'poly' in RSC encoders and 'standard' in RSC_DB encoder.
edb6c1956,TAJAN Romain,Fri Nov 20 15:36:48 2020 +0100,Add a variable name in 'Attributes& operator+=' declarations.
33f4a6b9a,TAJAN Romain,Fri Nov 20 01:14:05 2020 +0100,Add default template value for typename R.
e3aa5788d,Adrien Cassagne,Thu Nov 19 15:07:20 2020 +0100,Rename the 'noise' socket in 'CP' for Channel Parameter.
a6a54e603,Adrien Cassagne,Wed Nov 18 18:31:10 2020 +0100,Simplify the code.
8bc75dc5a,Adrien Cassagne,Wed Nov 18 15:22:23 2020 +0100,Add a new interface: "tools::Interface_get_set_n_frames".
dbd5f7c3f,Adrien Cassagne,Wed Nov 18 14:23:41 2020 +0100,Remove the outdated SystemC/TLM compatibility.
429ce0236,Adrien Cassagne,Wed Nov 18 12:29:59 2020 +0100,Replace the 'tools::Noise' obj by a 'noise' socket in the chn and mdm.
5d5b75674,Adrien Cassagne,Tue Nov 17 10:05:20 2020 +0100,Doc: fix "readthedocs.org" compilation error (again -.- and last?).
c071b1d1c,Adrien Cassagne,Tue Nov 17 09:48:08 2020 +0100,Doc: fix "readthedocs.org" compilation error (again -.-).
d16c14959,Adrien Cassagne,Tue Nov 17 08:50:42 2020 +0100,Doc: fix "readthedocs.org" compilation error.
263a85e70,Adrien Cassagne,Tue Nov 17 08:50:00 2020 +0100,Rm useless enum. val.
026be93e3,Adrien Cassagne,Mon Nov 16 14:57:14 2020 +0100,Fix wrong prototypes.
e8091201e,Adrien Cassagne,Mon Nov 16 10:04:45 2020 +0100,Add a 'set_fast' method on the 'module::Module' class to set all tasks.
6698c5936,Adrien Cassagne,Mon Nov 16 09:11:36 2020 +0100,Simplify and fix decoder calls when no 'CWD' vector.
e6ecd372b,Adrien Cassagne,Sun Nov 15 19:55:44 2020 +0100,Fix wrong memory access in the decoders.
b2003256c,Adrien Cassagne,Sun Nov 15 13:55:45 2020 +0100,Add a new socket to the decoders ('CWD') to get the dec. status per fra.
e442a8a96,Adrien Cassagne,Sat Nov 14 09:47:33 2020 +0100,Fix wrong 'dataptr' write in the 'module::Task' 'status'.
125bf79dc,Adrien Cassagne,Fri Nov 13 17:06:31 2020 +0100,Initialize the 'statuses' to 'nullptr' in 'tools::Sequence'.
7f449d76d,Adrien Cassagne,Fri Nov 13 17:05:57 2020 +0100, Fix 'module::Adaptor' return status in 'tools::Pipeline'.
a82bf8279,Adrien Cassagne,Fri Nov 13 17:05:17 2020 +0100,Fix 'module::Probe 'set_n_frames' method.
70dcf5f88,Adrien Cassagne,Thu Nov 12 10:35:31 2020 +0100,Fix 'tools::Pipeline' with no copy adaptors.
ec2f6ad76,Adrien Cassagne,Wed Nov 11 10:05:38 2020 +0100,Fix subsequence.
b334f6992,Adrien Cassagne,Tue Nov 10 21:44:35 2020 +0100,Fix error tracker in legacy simulations.
6c74de7a9,Adrien Cassagne,Tue Nov 10 12:04:43 2020 +0100,Support for statuses per wave ('module::Task').
64dff491b,Adrien Cassagne,Mon Nov 9 21:56:41 2020 +0100,Fix compilation warnings.
77f7f3ea1,Adrien Cassagne,Mon Nov 9 17:36:13 2020 +0100,Fix BER/FER performance regression.
d9aabfacd,Adrien Cassagne,Mon Nov 9 17:31:46 2020 +0100,Switch from 'int' to 'size_t' for 'module::n_frames'.
ad12fec6d,Adrien Cassagne,Mon Nov 9 11:42:36 2020 +0100,Fix compilation errors and performance (BER/FER) regressions.
37254f0ff,Adrien Cassagne,Sun Nov 8 14:20:46 2020 +0100,Modify the 'module::task' code to natively support inter-frames.
e21a4c16d,Adrien Cassagne,Mon Nov 2 17:08:48 2020 +0100,Cosmetics.
84aff5469,Adrien Cassagne,Mon Nov 2 14:27:33 2020 +0100,Add 'set_name' and 'set_datatype' to the 'module::Socket'.
236e4590d,Adrien Cassagne,Mon Nov 2 10:47:24 2020 +0100,Add 'set_n_frames()' for 'tools::Pipeline'.
028ec0694,Adrien Cassagne,Sun Nov 1 19:36:36 2020 +0100,Fix 'module::set_n_frames()' for 'module::Subsequence'.
62d2a4abb,Adrien Cassagne,Sun Nov 1 16:43:43 2020 +0100,Adapt the source code to support the new 'module::set_n_frames' method.
3c0b716e2,Adrien Cassagne,Wed Oct 28 17:22:59 2020 +0100,Add a new `set_n_frames` method in the `Module` class.
e41b61def,Adrien Cassagne,Mon Oct 26 18:12:40 2020 +0100,Up. CLI (again).
ef26dd966,Adrien Cassagne,Sun Oct 25 13:46:01 2020 +0100,Up. CLI.
7cee7d9b3,Adrien Cassagne,Fri Oct 23 13:28:05 2020 +0200,Check the `info_bits_pos` vector in the LDPC decoders.
97f0a2f30,Johannes Demel,Thu Oct 22 10:07:40 2020 +0200,cmake: Enable aff3ct include as submodule
2edcafc0f,Adrien Cassagne,Thu Oct 8 20:22:06 2020 +0200,CI: try to fix long regression tests.
ab1a97eb8,Adrien Cassagne,Thu Oct 8 14:50:27 2020 +0200,CI: simplify regression tests for short and long runs.
2e70239c6,Adrien Cassagne,Thu Oct 8 10:25:41 2020 +0200,CI: fix static compilation on Ubuntu >= 18.04.
7cf4180f8,Adrien Cassagne,Wed Oct 7 18:20:01 2020 +0200,CI: use new `needs` keyword to replace the pipeline by a DAG.
9a8e73093,Adrien Cassagne,Wed Oct 7 16:44:53 2020 +0200,CI: fix the coverage script.
83cbd3fc5,Adrien Cassagne,Tue Oct 6 17:08:37 2020 +0200,CI: fix MPI compil for cmake >= 3.9.6  (could be a bug in MPI package).
15bba980e,Adrien Cassagne,Tue Oct 6 14:47:19 2020 +0200,CI: replace `python3.5` by `python3` in the debug parser script.
cd4562386,Mathieu Léonardon,Wed Sep 23 09:54:58 2020 +0200,Doc: Remove useless blank lines.
03ed0a606,Mathieu Léonardon,Wed Sep 23 09:51:32 2020 +0200,Doc: note on Ubuntu versions for apt packages.
2c749cd40,Mathieu Léonardon,Tue Sep 22 09:53:40 2020 +0200,Add focal distrib.
4fdaa13fd,Camille Leroux,Fri Jun 12 11:27:41 2020 +0200,Add new codes rates and code length to DVB RCS2.
0faf620dc,Adrien Cassagne,Mon Apr 20 16:19:29 2020 +0200,Change year from 2019 to 2020.
1bbacbcfc,Adrien Cassagne,Mon Apr 20 10:35:27 2020 +0200,Fix the binding bug by allowing rebinding the same socket.
ec40f269c,Adrien Cassagne,Mon Mar 23 09:50:06 2020 +0100,Merge branch 'development' into chain
49318c26e,Adrien Cassagne,Sat Mar 21 13:26:35 2020 +0100,Improve the reset method of the socket by calling unbind.
6bfa2517f,Adrien Cassagne,Thu Mar 19 13:09:45 2020 +0100,Fix return unbind position in the socket.
10924be44,Adrien Cassagne,Thu Mar 19 11:56:53 2020 +0100,Fix the bind position bug in the pipeline.
7bfd86e81,Adrien Cassagne,Tue Mar 17 19:12:54 2020 +0100,Reset adaptors after an execution.
b6424f409,Adrien Cassagne,Tue Mar 17 19:12:32 2020 +0100,Add the reset interface to the reporters.
b1bc87a9b,Adrien Cassagne,Mon Mar 16 16:36:15 2020 +0100,Put the 'tools::Nodes_parser' structure in public headers.
a785073be,Adrien Cassagne,Sun Mar 15 12:01:45 2020 +0100,Add the possibility to disable headers in dumpers.
e41502aa4,Adrien Cassagne,Sun Mar 15 10:54:27 2020 +0100,Rm the 'status' output socket in SystemC/TLM interface.
8fdeaf950,Adrien Cassagne,Sun Mar 15 10:53:40 2020 +0100,CI: display the false positive error of cppcheck.
e3847c23c,Adrien Cassagne,Sat Mar 14 10:35:59 2020 +0100,Dump .dot ref sequence and pipeline when they are not equivalent.
2316e187a,Adrien Cassagne,Sat Mar 14 10:21:59 2020 +0100,Hack the false negative cppcheck error.
e8c76cb5a,Adrien Cassagne,Sat Mar 14 10:21:31 2020 +0100,Rename 'exceptions' in 'exclusions'.
2ebaf0176,Adrien Cassagne,Thu Mar 12 19:23:08 2020 +0100,Up. headers.
a4a0b2857,Adrien Cassagne,Thu Mar 12 19:22:16 2020 +0100,Manage multi conditions in pipeline + add exceptions support in sequence.
f2adb68c5,Adrien Cassagne,Wed Mar 11 16:22:51 2020 +0100,Fix segfault in sequence.
c2cb6d2b1,Adrien Cassagne,Wed Mar 11 16:22:41 2020 +0100,Improve the pipeline to manage bind and unbind of adaptors.
b9b7e0bac,Adrien Cassagne,Wed Mar 11 16:21:35 2020 +0100,Add an unbind method to sockets.
2719be3d5,Adrien Cassagne,Tue Mar 10 09:57:02 2020 +0100,Create two 'check_errors' tasks: a short and a long one.
89397814d,Adrien Cassagne,Mon Mar 9 17:57:36 2020 +0100,Add synchro parameters and dot export to the pipeline.
1990fbaa1,Adrien Cassagne,Mon Mar 9 14:53:27 2020 +0100,Up. headers.
aabbc8264,Adrien Cassagne,Mon Mar 9 14:51:36 2020 +0100,Rename 'Chain' in 'Sequence'.
e568fb2a3,Adrien Cassagne,Mon Mar 9 14:03:07 2020 +0100,Add the pipeline.
a082a375d,Adrien Cassagne,Fri Feb 28 15:41:57 2020 +0100,Add a FIFO flag to enable read retry in binary source.
12923b459,Adrien Cassagne,Fri Feb 28 12:10:15 2020 +0100,Add new a reporter probe and probe modules.
422550e68,Adrien Cassagne,Tue Feb 25 10:46:34 2020 +0100,Add a static init method to the terminal.
f2f2dcce1,Adrien Cassagne,Tue Feb 25 09:08:08 2020 +0000,Switch from hexadecimal to decimal output for the task status.
e05359a00,Adrien Cassagne,Tue Feb 25 07:03:25 2020 +0000,Put instant BE and FE in output sockets instead of total.
602f5c795,Adrien Cassagne,Fri Feb 21 15:01:35 2020 +0000,Try to fix CI bug.
0c553edf8,Adrien Cassagne,Fri Feb 21 13:35:11 2020 +0000,Fix tasks_id copy bug in chain.
cd51b9e62,TAJAN Romain,Thu Feb 20 15:27:58 2020 +0000,Merge branch 'chain' into probe_monitor
8e550eac5,TAJAN Romain,Thu Feb 20 15:22:23 2020 +0000,Add FRA BE FE BER and FER as output sockets for monitor BFER.
8e17b369b,Adrien Cassagne,Thu Feb 20 13:47:09 2020 +0000,Add a new terminal to dump stats frame by frame.
f9a12a200,Adrien Cassagne,Thu Feb 20 13:46:29 2020 +0000,Fix numbering in the adaptors.
1fd0aa3c1,Adrien Cassagne,Wed Feb 19 11:12:51 2020 +0000,Return LDPC decoding status.
a3d63f0e5,Adrien Cassagne,Tue Feb 18 15:06:18 2020 +0000,Fix a bug in the chain construction.
44aed70c1,Adrien Cassagne,Tue Feb 18 15:05:51 2020 +0000,Add BCH decoder status.
7b71acfa8,Adrien Cassagne,Tue Feb 18 11:44:45 2020 +0000,Put 'status_t' in the 'module' namespace + add security to socket binding.
fbdef7a8b,Adrien Cassagne,Tue Feb 18 10:39:20 2020 +0000,Add status enum and reserve negative statuses for specific signals.
3f145c375,Adrien Cassagne,Tue Feb 18 09:37:48 2020 +0000,Fix stats.
a01ed6c54,Adrien Cassagne,Tue Feb 18 10:01:25 2020 +0100,Cosmetics.
34260c35b,Adrien Cassagne,Tue Feb 18 09:57:45 2020 +0100,Merge branch 'refacto_terminal' into chain
a80cc2f16,TAJAN Romain,Mon Feb 17 18:05:25 2020 +0100,Change Terminal_std to handle a list of Reporter*.
98b53ef60,Adrien Cassagne,Mon Feb 17 13:44:43 2020 +0100,Fix debug mode issue.
2b10849c2,Adrien Cassagne,Tue Feb 11 14:31:17 2020 +0100,Add priority parameter when socket binding.
bef54b416,Adrien Cassagne,Tue Feb 11 13:52:38 2020 +0100,Fix the fix...
e95e8b838,Adrien Cassagne,Tue Feb 11 13:26:32 2020 +0100,Fix bugs in prev. commit.
d4afcca7a,Adrien Cassagne,Mon Feb 10 21:41:21 2020 +0100,Return a decoding status.
4fc2cf7c2,Adrien Cassagne,Mon Feb 10 18:14:09 2020 +0100,Create automatically a socket that contains the status of the task.
0ea661076,Adrien Cassagne,Mon Feb 10 12:11:07 2020 +0100,Use 64-bit unsigned integers for first and last pointers in adaptors.
079a243cb,Adrien Cassagne,Sat Feb 8 19:45:28 2020 +0100,Add a warning when thread pinning is requested without link to hwloc.
011028800,Adrien Cassagne,Sat Feb 8 19:18:41 2020 +0100,Throw if a chain contains adaptors and if task_inplace is set to false.
de15a1bd9,Adrien Cassagne,Sat Feb 8 16:28:05 2020 +0100,Improve 0-copy mode in the chain + fix segfaults and debug mode.
8dd63fa4f,Adrien Cassagne,Sat Feb 8 10:44:02 2020 +0100,Simplify the zero copy mode for adaptors in the chain.
e7b74a560,Mathieu Léonardon,Sat Feb 8 01:24:53 2020 +0100,Update refs.
0ef950252,Mathieu Léonardon,Fri Feb 7 19:51:42 2020 +0100,Add missing numeric include for iota function.
cf85e111f,Adrien Cassagne,Fri Feb 7 17:29:40 2020 +0000,Up. MIPP.
81c5c5baf,Adrien Cassagne,Fri Feb 7 17:22:53 2020 +0000,Improve processes management in the chain.
2bb8e194f,Mathieu Léonardon,Fri Feb 7 14:00:13 2020 +0100,Add refs.
cb3ca94ae,Mathieu Léonardon,Fri Feb 7 10:30:22 2020 +0100,Fix BEC frozen bits generator.
29a2a7f80,Adrien Cassagne,Thu Feb 6 22:27:09 2020 +0000,Improve the 0-copy adaptor mode and enable it by default.
735f18714,Adrien Cassagne,Thu Feb 6 16:11:45 2020 +0000,Working zero copy adaptors.
0c3f06888,Adrien Cassagne,Thu Feb 6 13:26:56 2020 +0000,Working on 0 copy adaptors.
356bcb3f9,Adrien Cassagne,Wed Feb 5 10:06:51 2020 +0000,Cosmetics.
5bcd5041b,Adrien Cassagne,Wed Feb 5 10:03:56 2020 +0000,Fix pinning for clones.
e6ababab5,Adrien Cassagne,Wed Feb 5 08:54:11 2020 +0000,Fix compilation error.
5dff33a8c,Adrien Cassagne,Wed Feb 5 08:53:48 2020 +0000,Pin the threads during the memory alloc process in the Chain.
4480dd500,Adrien Cassagne,Mon Feb 3 18:03:03 2020 +0100,Fix pin method.
5927e2f1f,Adrien Cassagne,Mon Feb 3 16:47:59 2020 +0000,Add the possibility to manually choose the PUs in thread pinning.
5515b1177,Adrien Cassagne,Sun Feb 2 14:55:06 2020 +0100,Fix duplicate threads binding.
dc6e5f179,Adrien Cassagne,Sun Feb 2 12:42:27 2020 +0100,Add a first basic thread pinning strategy with the hwloc library.
b09a7f97a,Adrien Cassagne,Thu Jan 30 18:38:49 2020 +0100,Make the reordering process of the BCH encoder in the '__encode' method.
c978b1040,Adrien Cassagne,Thu Jan 30 17:08:41 2020 +0100,Mv zeros fill in the inter-SIMD BCH decoder.
1d2110e83,Adrien Cassagne,Thu Jan 30 16:28:41 2020 +0100,Improve BCH encoders.
ba5db0879,Adrien Cassagne,Tue Jan 28 17:16:35 2020 +0100,Add an inter-SIMD version of the BCH encoder.
a7d0998b1,Adrien Cassagne,Tue Jan 28 10:00:00 2020 +0100,Simplify the BCH encoder.
807bd86d0,Adrien Cassagne,Mon Jan 27 17:00:42 2020 +0100,Fix compilation warning.
549d6775b,Adrien Cassagne,Sun Jan 26 16:04:51 2020 +0100,Fix adaptors bugs (tested for 1 socket only).
488d9840c,Adrien Cassagne,Sun Jan 26 15:11:01 2020 +0100,Up. MIPP.
8c8c8213f,Adrien Cassagne,Sun Jan 26 15:10:34 2020 +0100,Improve the adaptors to manage more than a single socket (not tested).
207c0886f,Adrien Cassagne,Sun Jan 26 11:50:20 2020 +0100,Rm useless explicit template instantiation.
3023bafb5,Adrien Cassagne,Sun Jan 26 11:41:48 2020 +0100,Add missing getter in MK Polar codec.
5c4a194d6,Adrien Cassagne,Sat Jan 25 23:38:53 2020 +0100,Add a vectorized version of the generic modem.
ee95a921b,Adrien Cassagne,Thu Jan 23 19:25:20 2020 +0100,Up. MIPP.
d0d693125,Adrien Cassagne,Thu Jan 23 09:57:26 2020 +0100,Up. MIPP.
3fc0c70dc,Adrien Cassagne,Thu Jan 23 09:29:14 2020 +0100,Up. MIPP.
d068f15ab,Adrien Cassagne,Thu Jan 23 09:28:31 2020 +0100,Do not set the 'dataptr' to nullptr when reseting a socket.
6061c28cb,Adrien Cassagne,Thu Jan 16 19:01:25 2020 +0100,Fix namespace issue.
0b7cc0216,Adrien Cassagne,Thu Jan 16 17:49:40 2020 +0100,Add const and non-const support for modules and tasks in the stats.
f9a8db5ae,Adrien Cassagne,Thu Jan 16 17:45:52 2020 +0100,Rm constness of the 'Chain' getters.
64e30c4a2,Adrien Cassagne,Thu Jan 16 15:03:21 2020 +0100,Rename 'put' in 'push' in the adaptors.
90295b103,Adrien Cassagne,Thu Jan 16 15:02:27 2020 +0100,Add two getters and support of 'processing_aborted' exception in 'Chain'.
d603da486,Adrien Cassagne,Thu Jan 16 15:00:54 2020 +0100,Add 'clone' method to 'Sink_NO'.*
66d330d63,Adrien Cassagne,Wed Jan 15 16:20:56 2020 +0100,Add a new exception: 'processing_aborted'.
acc10e700,Adrien Cassagne,Mon Jan 13 09:46:52 2020 +0100,Doc: add '--src-no-reset' arg and sink args.
d8aa28451,Adrien Cassagne,Sun Jan 12 22:34:09 2020 +0100,Implement a new 'Interface_waiting' to manage waiting threads.
bf0040357,Adrien Cassagne,Sun Jan 12 19:02:44 2020 +0100,Fix dead lock in adaptor + improve subchain.
715bdb7cc,Adrien Cassagne,Fri Jan 10 15:10:23 2020 +0100,Working on producer/consumer algorithm with passive waiting.
6c24f269a,Adrien Cassagne,Tue Jan 7 15:33:55 2020 +0100,Add binary sink module.
130cc2e08,Adrien Cassagne,Tue Jan 7 11:35:40 2020 +0100,Add '1 to N' and 'N to 1' adaptors (not tested).
a790e31b8,Adrien Cassagne,Fri Jan 3 11:36:53 2020 +0100,Fix perfo regression in the 'Chain'.
e7eebcd66,Adrien Cassagne,Fri Jan 3 10:42:02 2020 +0100,Simplify the source code of the 'Chain'.
8150b80c7,Adrien Cassagne,Thu Jan 2 18:23:49 2020 +0100,Fix 'Chain' bugs when using 'Subchain'.
9e1dc009b,Adrien Cassagne,Thu Jan 2 18:23:29 2020 +0100,Improve task error message.
1767eb64e,Adrien Cassagne,Thu Jan 2 14:34:19 2020 +0100,Fix bug in the chain engine.
5b44aa376,Adrien Cassagne,Sat Dec 28 10:13:48 2019 +0100,Fix a bug in the 'Chain' and simplify the code.
eed0085b0,Adrien Cassagne,Sat Dec 28 10:12:59 2019 +0100,Rm useless code.
910ff7b94,Adrien Cassagne,Fri Dec 27 11:02:06 2019 +0100,Add the first implementation of the 'Chain' with a tree engine.
079b3804e,Adrien Cassagne,Fri Dec 27 10:58:53 2019 +0100,Fix CRC memory leaks in the iterative simulations.
96e8e551c,Adrien Cassagne,Fri Dec 27 10:57:46 2019 +0100,Create an 'add_children' method in the 'Generic_node'.
920075e02,Adrien Cassagne,Fri Dec 27 10:57:03 2019 +0100,Rm constness to the 'get_module' method of the 'Task'.
5b6543dd3,Adrien Cassagne,Fri Dec 27 10:55:48 2019 +0100,Add bound socket method for the other way.
da6f24b3a,Adrien Cassagne,Wed Dec 18 11:51:53 2019 +0100,Add a 'How to cite AFF3CT' section in the readme.
96602c365,Adrien Cassagne,Wed Dec 18 11:09:49 2019 +0100,CI: add './include' folder to cppcheck and sonarqube.
f1be3c354,Adrien Cassagne,Tue Dec 17 17:47:58 2019 +0100,Doc: improve the doc of the multi-kernel polar codes.
9b3f96892,Adrien Cassagne,Tue Dec 17 17:23:37 2019 +0100,CI: replace '&&' by 'and'...
c7fe5a4dd,Adrien Cassagne,Tue Dec 17 15:39:21 2019 +0100,CI: fix the case when 'args.nThreads == 0'.
bce7ee55f,Adrien Cassagne,Tue Dec 17 15:27:18 2019 +0100,CI: fix the number of threads in the regression tests script.
8bc72b592,Adrien Cassagne,Mon Dec 16 13:15:36 2019 +0100,Simplify the code to work with the MATLAB wrapper.
ad5c9a410,Mathieu Léonardon,Sun Dec 15 17:46:53 2019 +0100,Merge branch 'development' into support_cli_uint64_t
941f0ba70,Adrien Cassagne,Sun Dec 15 10:20:45 2019 +0100,Fix dead link to the library doc.
e0122b167,Adrien Cassagne,Sat Dec 14 13:49:57 2019 +0100,Doc: add the POLAR_MK type of code in the '--sim-cde-type' parameter.
91ec9aaf0,Adrien Cassagne,Sat Dec 14 12:12:10 2019 +0100,Doc: update the library examples.
bb60bdea4,Adrien Cassagne,Sat Dec 14 11:08:01 2019 +0100,Doc: add supported polar kernels.
0370ca26a,Adrien Cassagne,Sat Dec 14 10:23:24 2019 +0100,Update refs.
cc7249494,Adrien Cassagne,Fri Dec 13 19:28:45 2019 +0100,Manual merge of developement branch.
121a3b8bb,Adrien Cassagne,Thu Dec 12 18:50:19 2019 +0100,Manual merge from development branch.
13a22408f,Adrien Cassagne,Tue Dec 10 19:07:35 2019 +0100,Fix loops for 'inter frames > 1' simulations.
1d13ee5e9,Mathieu Léonardon,Tue Dec 10 13:26:06 2019 +0000,Update cli.
